PMCID,DOI,Field,Category,CopilotValue,HumanValue,CopilotHasNumericOrPercent,HumanHasNumericOrPercent,NumericOrPercentPresence,NumericOrPercentComparable,NumericMatch,PercentMatch,DirectNumericPercentMatch,CopilotMissingMode,HumanStrongNegative,NeiRelevant,NeiScore,NeiRule,CopilotYesNo,HumanYesNo,YesNoRelevant,YesNoComparable,YesNoScore,YesNoRule,CopilotUrlCount,HumanUrlCount,UrlRelevant,UrlComparable,UrlScore,UrlRule
PMC11512451,10.1093/gigascience/giae073,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  * The dataset(s) supporting the results and all other code used in this article are available in the “Visual Physiology Opsin Database” GitHub repository archived in Zenodo.
    * URL: https://github.com/VisualPhysiologyDB/visual-physiology-opsin-db
    * License: GNU General Public License (GPL)—Version 3, 29 June 2007.","The data set(s) supporting the results and all other code used in this article are available in the ‘Visual Physiology Opsin Database’ GitHub repository, (10.5281/zenodo.10667840 or https://github.com/VisualPhysiologyDB/visual-physiology-opsin-db/). All data and code is covered under a GNU General Public License (Version 3), in accordance with Open Source Initiative (OSI)-policies.  DOME-ML (Data, Optimisation, Model, and Evaluation in Machine Learning) annotation, supporting the current study, is available through DOME Wizard.
",True,True,True,True,True,False,True,other,False,False,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC11512451,10.1093/gigascience/giae073,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  - Source: https://github.com/VisualPhysiologyDB/visual-physiology-opsin-db | License: GNU General Public License (GPL)—Version 3, 29 June 2007.
  - Source: https://orbi.uliege.be/handle/2268/16352 | License: Not enough information is available.
  - Source: https://doi.org/10.5555/1953048.2078195 | License: Not enough information is available.
  - Source: https://doi.org/10.1109/TLA.2017.7912593 | License: Not enough information is available.
  - Source: https://doi.org/10.1093/molbev/msn067 | License: Not enough information is available.
  - Source: https://doi.org/10.1111/j.2041-210x.2011.00169.x | License: Not enough information is available.
  - Source: https://doi.org/10.1186/2047-217X-1-11 | License: Not enough information is available.
  - Source: https://doi.org/10.214/aos/1013203451 | License: Not enough information is available.
  - Source: https://doi.org/10.1016/j.csda.2020.106917 | License: Not enough information is available.

* **Simplified Run Method**:
  - Tool Type: Docker Image: Not enough information is available.
  - Tool Type: Jupyter Notebook: Not enough information is available.
  - Tool Type: Code Ocean Capsule: Not enough information is available.","As mentioned earlier, all software, code and supporting data are available on our GitHub repository (10.5281/zenodo.10667840 or https://github.com/VisualPhysiologyDB/visual-physiology-opsin-db/). All data and code (software) is covered under a GNU General Public License (Version 3), in accordance with Open Source Initiative (OSI)-policies. ",True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,9,1,True,True,0.0,no_url_match
PMC11659981,10.1093/gigascience/giae108,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  * **Brain Dataset**: Not enough information is available | Not enough information is available
  * **Heart Dataset**: Not enough information is available | Not enough information is available
  * **Kidney Dataset**: Not enough information is available | Not enough information is available
  * **Lung Dataset**: Not enough information is available | Not enough information is available
  * **PBMC Dataset**: Not enough information is available | Not enough information is available
  * **LUAD Dataset**: Not enough information is available | Not enough information is available
  * **Melanoma Dataset**: Not enough information is available | Not enough information is available
  * **Liver Tissue Data**: [https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE115469] | Not enough information is available
  * **Paired scRNA-seq and scATAC-seq Data**: [https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162170] | Not enough information is available
  * **RNA-seq Data (Brain and Plasma)**: Not enough information is available | Not enough information is available
  * **RNA-seq Data (LUAD)**: [https://www.cancer.gov/about-nci/organization/ccg/research/structural-genomics/tcga] | Not enough information is available
  * **DOME-ML Annotations**: [https://dome-registry.org] | Not enough information is available
  * **Other Supporting Data**: [https://figshare.com/s/00000000000000000000] | Not enough information is available
  * **Data and Code**: [https://zenodo.org] | Not enough information is available
  * **Code**: [https://github.com/LPH-BIG/scGraph2Vec] | MIT License",Our data and scripts can be downloaded from the following link: https://github.com/LPH-BIG/scGraph2Vec and https://doi.org/10.5281/zenodo.12092871.,True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,7,2,True,True,0.5,url_partial_match
PMC11659981,10.1093/gigascience/giae108,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  * Source: https://github.com/LPH-BIG/scGraph2Vec | License: MIT License

* **Simplified Run Method**: Not enough information is available.","Yes, the source code is publicly available on GitHub (https://github.com/LPH-BIG/scGraph2Vec).",True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,1.0,url_full_match
PMC11811528,10.1093/gigascience/giae119,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  - Source: https://github.com/tyo8/WAPIAW3 | License: MIT

* **Simplified Run Method**: Not enough information is available.",The source code is provided in https://github.com/tyo8/WAPIAW3 with MIT license.,True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,1.0,url_full_match
PMC11837757,10.1093/gigascience/giaf011,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes, partially.
  * The PUMA training dataset is publicly available.
  * The preliminary and final test set will stay hidden until October 10th 2029.

* **Dataset URL/License**:
  * **PUMA Training Dataset**:
    * URL: https://zenodo.org/records/10940194
    * License: CC0 1.0
  * **Hidden Dataset**:
    * URL: Not enough information is available
    * License: Not enough information is available",The training dataset is available on zenodo (https://zenodo.org/records/10940194) with a CC-BY 4.0 licence. ,True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,1.0,url_full_match
PMC11837757,10.1093/gigascience/giaf011,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  * Source: https://github.com/vqdang/hover_net | License: Not enough information is available
  * Source: https://github.com/digitalpathologybern/hover_next_train | License: Not enough information is available
  * Source: https://github.com/digitalpathologybern/hover_next_inference | License: Not enough information is available
  * Source: https://github.com/MIC-DKFZ/nnUNet | License: Not enough information is available
  * Source: https://huggingface.co/docs/transformers/en/model_doc/mask2former | License: Not enough information is available
  * Source: https://github.com/qupath/qupath/releases/tag/v0.1.2 | License: Not enough information is available
  * Source: https://github.com/acsbal/Automated-TIL-scoring-QuPath-Classifier-for-Melanoma | License: Not enough information is available
  * Source: https://github.com/tueimage/PUMA-challenge-eval-track1 | License: MIT
  * Source: https://github.com/tueimage/PUMA-challenge-eval-track2 | License: MIT
  * Source: https://github.com/tueimage/PUMA-challenge-baseline-track1 | License: MIT
  * Source: https://github.com/tueimage/PUMA-challenge-baseline-track2 | License: MIT
  * Source: https://zenodo.org/records/13897135 | License: CC0 1.0

* **Simplified Run Method**: Not enough information is available.","https://github.com/tueimage/PUMA-challenge-baseline-track1, https://github.com/tueimage/PUMA-challenge-baseline-track2",True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,12,2,True,True,0.5,url_partial_match
PMC11851125,10.46471/gigabyte.148,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  * **NA12878 Human Dataset**: https://github.com/nanopore-wgs-consortium/NA12878/blob/master/Genome.md | Not enough information is available.
  * **Lambda Phage Dataset**: https://github.com/marcpaga/nanopore_benchmark/tree/main/download | Not enough information is available.
  * **Bacterial Dataset**: Not enough information is available.
  * **ONT Public Dataset**: Not enough information is available.","Human raw data and basecall datasets (FAF04090, FAF09968, FAB42828) are available at https://github.com/nanopore-wgs-consortium/NA12878/blob/master/Genome.md; 
bacterial raw data and lambda phage data are available at https://github.com/marcpaga/nanopore_benchmark/tree/main/download; 
ONT chunk dataset are available at https://cdn.oxfordnanoportal.com/software/analysis/bonito/example_data_dna_r9.4.1_v0.zip.",True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,2,3,True,True,0.5,url_partial_match
PMC11851125,10.46471/gigabyte.148,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  * Source: https://github.com/labcbb/SqueezeCall | License: MIT

* **Simplified Run Method**: Not enough information is available.",https://github.com/ProfessionalFarmer/SqueezeCall/tree/main,False,False,False,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC11878767,10.1093/gigascience/giaf008,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  - IEDB: Not enough information is available | Not enough information is available
  - CEDAR: Not enough information is available | Not enough information is available
  - VDJdb: Not enough information is available | Not enough information is available
  - ImmunoCode: Not enough information is available | Not enough information is available
  - dbpepneo2.0: Not enough information is available | Not enough information is available
  - NEPdb: Not enough information is available | Not enough information is available
  - GigaDB: https://www.gigadb.org/ | Not enough information is available
  - DOME-ML: https://dome-ml.org/registry/peuywb6nkx | Not enough information is available",The data are released in the https://github.com/SkywalkerLuke ,True,False,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,2,1,True,True,0.0,no_url_match
PMC11878767,10.1093/gigascience/giaf008,optimization/config,optimization,"* Configuration Source: https://registry.dome-ml.org/review/peuywb6nkx | Not enough information is available
* Configuration Source: GigaDB | Not enough information is available","Yes, the hyperparameter configurations, optimization schedule, model files, and optimization parameters are reported. You can find this information at the following URL: https://github.com/SkywalkerLuke/TransHLA. The repository includes details about the licensing as well.",True,False,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC11878767,10.1093/gigascience/giaf008,model/availability,model,"* **Source Code Released**: Yes.
* **Code URL/License**:
  - Source: https://urldefense.com/v3/__https://registry.dome-ml.org/review/peuywb6nkx__;!!KjDnqvtInNPT!i0agEmhs5f2c-6xn78vf1UHeQDc7MIvRJjXtTKhowEM818-6OF2FSrgCa2kiVF4O5NMkHRJhDcvGVW88ZMPB$ | License: Not enough information is available.
  - Source: https://www.gigadb.org/dataset/100764 | License: Not enough information is available.
* **Simplified Run Method**: Not enough information is available.","https://github.com/SkywalkerLuke/TransHLA, MIT license",True,False,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,2,1,True,True,0.0,no_url_match
PMC11899596,10.1093/gigascience/giaf010,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  * https://db.humanconnectome.org/app/ | Not enough information is available
  * https://www.humanconnectome.org/study/WU-Minn_HCP_1200 | Not enough information is available
  * https://humanconnectome.org/storage/app/media/documentation/ | Not enough information is available","Access to public data:  Human Connectome Project - Young Adult Study
Public data website: https://www.humanconnectome.org/study/hcp-young-adult
Register for access: https://db.humanconnectome.org/app/template/Login.vm (simple sign-on)
Access to restricted data:
https://www.humanconnectome.org/study/hcp-young-adult/document/restricted-data-usage includes link to e-access application form.
Data : WU-Minn HCP 1200 Subjects Data Release, for which the following reference manual applies: https://www.humanconnectome.org/storage/app/media/documentation/s1200/HCP_S1200_Release_Reference_Manual.pdf",True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,3,4,True,True,0.0,no_url_match
PMC11899596,10.1093/gigascience/giaf010,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  - Source: https://codeberg.org/tobac/hcp-suite | License: GNU General Public License v3.

* **Simplified Run Method**:
  - Not enough information is available.",Source code is released under an open-source (GPLv3) license and is available in a git repository: https://codeberg.org/~tobac/hcp-suite,True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC11940444,10.1371/journal.pone.0319208,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  * Source: https://github.com/deemeng/punch2 | License: Not enough information is available.
  * Source: https://github.com/deemeng/punch2_light | License: Not enough information is available.

* **Simplified Run Method**: Not enough information is available.",the sever is available at https://alienlabs.ucd.ie/punch2/. The source code is available at https://github.com/deemeng/punch2 and https://github.com/deemeng/punch2_light. Docker images are available at https://hub.docker.com/r/dimeng851/,True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,2,4,True,True,0.5,url_partial_match
PMC11959188,10.1093/gigascience/giae062,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  - Source: https://zenodo.org/ | License: Not enough information is available.

* **Simplified Run Method**:
  - Not enough information is available.",The source code can be found in our github repro under the free MIT licence: https://github.com/SvenHauns/Deepdefense,False,False,False,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC12077394,10.1093/gigascience/giaf035,optimization/config,optimization,"* Configuration Source: https://github.com/mwess/GreedyFHist | MIT
* Configuration Source: https://registry.dome-ml.org/review/vsx18unv9t | Not enough information is available
* Configuration Source: https://doi.org/10.5281/zenodo.13945707 | Not enough information is available","The trained model is incorporated into our registration algorithm, GreedyFHist (https://github.com/mwess/GreedyFHist) and available under the MIT license. Default parameters were used to train the model.",True,False,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,3,1,True,True,0.5,url_partial_match
PMC12077394,10.1093/gigascience/giaf035,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  * Source: https://github.com/mwess/GreedyFHist | License: MIT
  * Source: https://archive.softwareheritage.org/swh:1:snp:4f26d1e3723cec9751d9616caa64a37218489b80 | License: MIT
  * Source: https://archive.softwareheritage.org/swh:1:snp:5d9b6642baa0609ff7858ce2270a05598b52fa97 | License: MIT
  * Source: https://registry.dome-ml.org/review/vsx18unv9t | Not enough information is available

* **Simplified Run Method**:
  * Tool Type: Docker Container
    * Source: https://github.com/mwess/GreedyFHist (Code, tutorials, and instructions for setting up Docker images with examples are available on GitHub)",The software is released under the MIT license and can be executed via Python API. It is used a preprocessing step in a registration pipeline. Tutorials for running the registration (and specifically the segmentation portion of the registration) can be found here: https://github.com/mwess/GreedyFHist/blob/master/examples/notebooks/pairwise.ipynb. Example data is available.,True,False,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,4,1,True,True,0.0,no_url_match
PMC12077397,10.1093/gigascience/giaf036,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  * **ABIDE raw data**: https://fcon_1000.projects.nitrc.org/indi/abide/ | Not enough information is available.
  * **ABIDE preprocessed dataset**: https://osf.io/hc4md | Not enough information is available.
  * **HCP1200 raw data**: https://db.humanconnectome.org/ | Not enough information is available.
  * **HCP1200 preprocessed data**: https://www.humanconnectome.org/ | Not enough information is available.
  * **BCW preprocessed dataset**: https://www.kaggle.com/datasets/uciml/breast-cancer-wisconsin-data | Not enough information is available.
  * **IXI raw data**: https://brain-development.org/ixi-dataset/ | Not enough information is available.
  * **IXI preprocessed dataset**: https://zenodo.org/records/11635168 | Not enough information is available.","1. ABIDE: Available, URL: https://osf.io/hc4md Creative Common CC BY-SA 3.0 License
2. HCP: Available under request. Data and custom license available at https://www.humanconnectome.org/ 
3. IXI: Available, URL: https://zenodo.org/records/11635168 Creative Common CC BY-SA 3.0 License
4. BCW: Available, URL: https://www.kaggle.com/datasets/uciml/breast-cancer-wisconsin-data Creative Common CC BY-NC-SA 4.0 License",True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,7,4,True,True,0.5,url_partial_match
PMC12077397,10.1093/gigascience/giaf036,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  * Source: https://github.com/pni-lab/adaptivesplit | License: GNU General Public License v3.0

* **Simplified Run Method**:
  * Not enough information is available.","The maintained version of the software, for general use, is available in the following GitHub repository: https://github.com/pni-lab/adaptivesplit",True,False,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,1.0,url_full_match
PMC12099614,10.1093/gigascience/giaf060,dataset/availability,dataset,"* **Dataset Publicly Available**: No.

* **Dataset URL/License**:
  * The input data are available to other researchers through the UK Biobank’s controlled access scheme.
    * URL: http://www.ukbiobank.ac.uk
    * License: Not enough information is available.","UK Biobank data are only available after registration and payment of access fee:
https://www.ukbiobank.ac.uk/enable-your-research/apply-for-access
The data IDs of the data used cannot be shared, since UK Biobank creates unique codes for each application separately. Our application ID is 42577.",False,True,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,no,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC12099614,10.1093/gigascience/giaf060,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  * Source: https://github.com/ChristianGaser/BrainAGE-UKBiobank | License: GNU GPL-3.0

* **Simplified Run Method**: Not enough information is available.",https://github.com/ChristianGaser/BrainAGE (Apache 2.0 license),True,True,True,True,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC12366053,10.1186/s12859-025-06220-2,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  * **NetStart 2.0 Webserver**: https://services.healthtech.dtu.dk/services/NetStart-2.0/ | Not enough information is available.
  * **Raw Datasets**: https://ftp.ncbi.nlm.nih.gov/genomes/refseq/ | Not enough information is available.",Training and test data are available in the web server: https://services.healthtech.dtu.dk/services/NetStart-2.0/,True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,2,1,True,True,0.5,url_partial_match
PMC12366053,10.1186/s12859-025-06220-2,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  - Source: https://github.com/Gaius-Augustus/Tiberius | License: Not enough information is available
  - Source: https://github.com/TRISTAN-ORF/TIS_transformer | License: Not enough information is available
  - Source: https://github.com/Gaius-Augustus/Augustus | License: Not enough information is available
  - Source: https://github.com/lsandvad/netstart2 | License: Not enough information is available

* **Simplified Run Method**:
  - Tool Type: Web Server: https://services.healthtech.dtu.dk/services/NetStart-2.0/
  - Tool Type: Docker: Not enough information is available",The model is available as a web server (https://services.healthtech.dtu.dk/services/NetStart-2.0/) and Python package (https://github.com/lsandvad/netstart2). The licence is: CC BY-NC-ND 4.0,True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,5,2,True,True,0.5,url_partial_match
PMC12398281,10.1093/gigascience/giaf082,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  * https://doi.org/10.5281/zenodo.10050233 | Not enough information is available
  * https://doi.org/10.5281/zenodo.10050234 | Not enough information is available","The original data sets are publicly available at https://www.humanconnectome.org/ for HCP and https://www.neuroinfo.org/gsp/ for GSP, which can be accessed via data use agreements. The preprocessed data sets are available at https://doi.org/10.5281/zenodo.10050233 for HCP and https://doi.org/10.5281/zenodo.10050234 for GSP.",True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,2,4,True,True,0.5,url_partial_match
PMC12530094,10.1093/gigascience/giaf120,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  - Zenodo Repository: [https://zenodo.org](https://zenodo.org) | Not enough information is available.
  - GigaDB Repository: [https://gigadb.org](https://gigadb.org) | Not enough information is available.","https://zenodo.org/records/10554304
License: Creative Commons Zero v1.0 Universal",False,True,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,2,1,True,True,0.0,no_url_match
PMC12530094,10.1093/gigascience/giaf120,optimization/config,optimization,"* Configuration Source: https://github.com/haile493/Colorectal-cancer-detection-using-ColoPola-dataset | GNU GPL v3.0
* Configuration Source: Table 2
* Configuration Source: Page 23
* Configuration Source: Page 53",https://github.com/haile493/Colorectal-cancer-detection-using-ColoPola-dataset,True,True,True,True,True,False,True,other,False,False,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,1,1,True,True,1.0,url_full_match
PMC12530094,10.1093/gigascience/giaf120,model/availability,model,"* Source Code Released: Yes.
* Code URL/License:
  * Source: https://github.com/haile493/Colorectal-cancer-detection-using-ColoPola-dataset | License: GNU GPL v3.0
* Simplified Run Method:
  * Tool Type: WorkflowHub | URL: https://doi.org/10.48546/WORKFLOWHUB.WORKFLOW.1797.2",https://github.com/haile493/Colorectal-cancer-detection-using-ColoPola-dataset,True,True,True,True,True,False,True,other,False,False,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,2,1,True,True,0.5,url_partial_match
PMC12532322,10.1093/gigascience/giaf053,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  * PBMC 10k: https://support.10xgenomics.com/single-cell-multiome-atac-gex/datasets/1.0.0/pbmc_granulocyte_sorted_10k | Not enough information is available.
  * SHARE-seq: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140203 | Not enough information is available.
  * NeurIPS: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194122 | Not enough information is available.
  * Greenleaf 2021: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162170 | Not enough information is available.","PBMC 10k dataset downloaded from https://support.10xgenomics.com/single-cell-multiome-atac-gex/datasets/1.0.0/pbmc_granulocyte_sorted_10k.
SHARE-seq dataset downloaded from https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140203.
NeurlPS dataset downloaded from GSE194122.
Greenleaf2021 downloaded from GSE162170.
",True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,4,2,True,True,0.5,url_partial_match
PMC12596181,10.1093/gigascience/giaf127,model/availability,model,"* **Source Code Released**: Yes.
* **Code URL/License**:
  * Source: https://github.com/t00shadow/CryoDataBot | License: MIT
* **Simplified Run Method**:
  * Not enough information is available.",Yes and yes. The source code of CryoDataBot is available at https://github.com/t00shadow/CryoDataBot under the MIT license.,True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,1.0,url_full_match
PMC2660303,10.1186/1471-2105-10-25,model/availability,model,"* **Source Code Released**: No.

* **Code URL/License**: Not enough information is available.

* **Simplified Run Method**:
  * **Tool Type**: Web Server
    * **URL**: http://sunflower.kuicr.kyoto-u.ac.jp/",Yes. Web server: https://sunflower.kuicr.kyoto-u.ac.jp/~jbbrown/dnaRepairPrediction/v2/index.py,False,True,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,no,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC2665034,10.1093/bioinformatics/btn189,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  * http://noble.gs.washington.edu/proj/retention/data/data.html | Not enough information is available.",PSMs at http://noble.gs.washington.edu/proj/intense (also stated that availability is upon request but the URL indeed has links to the data),False,False,False,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC2752621,10.1093/bioinformatics/btp477,model/availability,model,"* **Source Code Released**: Yes.
* **Code URL/License**:
  * Source: http://dendrome.ucdavis.edu/adept2/resequencing.html | License: Creative Commons Attribution Non-Commercial License (CC BY-NC 2.0 UK).
* **Simplified Run Method**: Not enough information is available.",Broken link (http://dendrome.ucdavis.edu/adept2/ resequencing.html). The customized pipeline for feature extraction is reported in a new link:   https://nealelab.ucdavis.edu/adept2-overview/pinesap/,True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,2,True,True,0.0,no_url_match
PMC3292016,10.3390/ijms13022196,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  * http://www3.ntu.edu.sg/home/EPNSugan/index_files/AFP_Pred.htm | Creative Commons Attribution license (CC-BY 3.0).",http://www3.ntu.edu.sg/home/EPNSugan/index_files/AFP_Pred.htm,True,True,True,True,True,False,True,other,False,False,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,1.0,url_full_match
PMC3340366,10.1371/journal.pone.0035327,model/availability,model,"* Source Code Released: No.

* Code URL/License: Not enough information is available.

* Simplified Run Method:
  * Tool Type: Web Server: http://www.cogsys.cs.uni-tuebingen.de/software/dna-methylation/", http://www.cogsys. cs.uni-tuebingen.de/software/dna-methylation/.,False,False,False,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,no,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC3542245,10.1186/1471-2105-13-211,model/availability,model,"* **Source Code Released**: No.

* **Code URL/License**: Not enough information is available.

* **Simplified Run Method**:
  * Tool Type: Web Server | URL: http://namefinding.ubio.org.",The software system implementing NetiNeti can be accessed at http://namefinding.ubio.org.,False,False,False,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,no,none,True,False,0.0,yesno_not_comparable,1,1,True,True,1.0,url_full_match
PMC3967921,10.1371/journal.pcbi.1003501,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  - Source: http://mahonylab.org/software | License: MIT
  - Source: https://github.com/shaunmahony/seqcode | License: MIT

* **Simplified Run Method**: Not enough information is available.","Not available for SVM, but the focus of the study was a non ML-based tool: https://github.com/seqcode/multigps",False,False,False,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,yes,none,True,False,0.0,yesno_not_comparable,2,1,True,True,0.0,no_url_match
PMC4058174,10.1155/2014/294279,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  * Source: http://bioinformatics.hitsz.edu.cn/Ensemble-DNA-Prot/ | License: Not enough information is available.

* **Simplified Run Method**:
  * Tool Type: Web Server: http://bioinformatics.hitsz.edu.cn/Ensemble-DNA-Prot/",platform  : http://bliulab.net/Ensemble-DNA-Prot/index.jsp,False,False,False,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC4289375,10.1186/1471-2164-15-976,model/availability,model,"* **Source Code Released**: No.

* **Code URL/License**: Not enough information is available.

* **Simplified Run Method**:
  * **Tool Type**: Web Server
    * **URL**: http://www.biomedcentral.com/1471-2164/15/976
    * **Description**: GeneTrail web-based analysis tool.",https://www.targetscan.org/vert_80/,True,True,True,True,False,False,False,partial_missing,False,True,0.0,no_nei_match,no,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
PMC4388847,10.1371/journal.pcbi.1004074,model/availability,model,"* **Source Code Released**: Yes.

* **Code URL/License**:
  * Source: http://graal.ift.ulaval.ca/peptide-design/ | License: Not enough information is available.

* **Simplified Run Method**:
  * Not enough information is available.","link given https://graal.ift.ulaval.ca/peptide-design/, but page not found",False,False,False,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,1,1,True,True,0.0,no_url_match
