Group,Subfield,DOME_Field,PMCID,Category,Source_Snippet
Data,splits,Data/splits,PMC9347213,Partial,"* **Number of Splits**: 2 (Training, Testing)
  * The paper does not explicitly mention a validation set.

* **Split Counts**:
  * Not enough information is available

* **Class Distribution**:
  * Not enough information is available"
Data,splits,Data/splits,PMC11865635,Partial,"* **Number of Splits**: 3 (Training, Validation, Testing).
* **Split Counts**:
  * **Training**: 80 (40 AC, 40 Control).
  * **Validation**: 440 (210 AC, 230 Control).
  * **Testing**: Not enough information is available.
* **Class Distribution**:
  * **Training**: 40 AC, 40 Control.
  * **Validation**: 210 AC, 230 Control.
  * **Testing**: Not enough information is available."
Data,splits,Data/splits,PMC7665450,Partial,"* **Number of Splits**: 1 (Training, Validation).
  * The study used 5-fold cross-validation, which means the data was split into 5 subsets, with 4 used for training and 1 for validation in each fold. However, the overall structure involves a single training-validation split strategy.

* **Split Counts**:
  * The study does not provide explicit counts for each fold, but the validation process involves splitting the data into 5 subsets. Therefore, each fold uses approximately 80% of the data for training and 20% for validation. Given that there are 2128 cycles suitable for analysis:
    * Train: ~1703 cycles (approximately 80% of 2128).
    * Validation: ~425 cycles (approximately 20% of 2128).

* **Class Distribution**:
  * Not enough information is available. The study does not provide details on the class distribution within each split."
Data,splits,Data/splits,PMC11806858,Partial,"* Number of Splits: Derivation, Testing
* Split Counts:
  * Train: 13,102
  * Test: 3,276
* Class Distribution:
  * Derivation: Not enough information is available
  * Testing: Not enough information is available"
Data,splits,Data/splits,PMC11874791,Partial,"* **Number of Splits**: 5
  * Train
  * Test

* **Split Counts**:
  * Train: Not enough information is available
  * Test: Not enough information is available

* **Class Distribution**:
  * The Synthetic Minority Over-sampling Technique (SMOTE) was used to balance the class distribution. This means that both classes had an equal amount of samples after data augmentation."
Data,splits,Data/splits,PMC10583101,Partial,"* Number of Splits: Training, Testing
* Split Counts:
  * Not enough information is available
* Class Distribution:
  * Not enough information is available"
Data,splits,Data/splits,PMC9413214,Partial,"* **Number of Splits**: 1 split.
  * Train
  * Test

* **Split Counts**:
  * Train: 75
  * Test: 25

* **Class Distribution**:
  * Not enough information is available."
Data,splits,Data/splits,PMC11206671,Missing,"* **Number of Splits**: Not enough information is available.
* **Split Counts**: Not enough information is available.
* **Class Distribution**: Not enough information is available."
Data,splits,Data/splits,PMC6398873,Missing,"* **Number of Splits**: Not enough information is available.
* **Split Counts**: Not enough information is available.
* **Class Distribution**: Not enough information is available."
Data,splits,Data/splits,PMC7285934,Missing,"* Number of Splits: Not enough information is available.
* Split Counts: Not enough information is available.
* Class Distribution: Not enough information is available."
Data,splits,Data/splits,PMC11134423,Missing,"* **Number of Splits**: Not enough information is available.
* **Split Counts**: Not enough information is available.
* **Class Distribution**: Not enough information is available."
Data,splits,Data/splits,PMC8461876,Missing,"* Number of Splits: Not enough information is available.
* Split Counts: Not enough information is available.
* Class Distribution: Not enough information is available."
Data,splits,Data/splits,PMC8363490,Missing,"* **Number of Splits**: Not enough information is available.

* **Split Counts**: Not enough information is available.

* **Class Distribution**: Not enough information is available."
Data,splits,Data/splits,PMC11858721,Missing,"* Number of Splits: Not enough information is available.

* Split Counts: Not enough information is available.

* Class Distribution: Not enough information is available."
Data,splits,Data/splits,PMC7668301,Missing,"* Number of Splits: Not enough information is available.
* Split Counts: Not enough information is available.
* Class Distribution: Not enough information is available."
Data,splits,Data/splits,PMC11679129,Missing,"* Number of Splits: Not enough information is available.
* Split Counts: Not enough information is available.
* Class Distribution: Not enough information is available."
Data,splits,Data/splits,PMC7431866,Missing,"* Number of Splits: Not enough information is available.
* Split Counts: Not enough information is available.
* Class Distribution: Not enough information is available."
Evaluation,availability,Evaluation/availability,PMC10948976,Full,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are available in the publication. The confusion matrices for the test set are provided in Table 2."
Evaluation,availability,Evaluation/availability,PMC11845296,Full,Not a relevant AI or machine learning publication
Evaluation,availability,Evaluation/availability,PMC8374469,Full,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are available in the publication. The confusion matrix is provided in Table 2 on page 16. The precision, recall, and ROC area under the curve are provided in Table 3 on page 17."
Evaluation,availability,Evaluation/availability,PMC8423361,Full,"* **Are the raw evaluation logs available?**
  * **Evaluation Logs source**: The raw evaluation logs are available in the supplementary materials. The confusion matrices for classifying between progressor and controller mice in the independent cohort are provided in S1 Fig. Additionally, the confusion matrices for the biomarkers in human sera are available in S2 Fig."
Evaluation,availability,Evaluation/availability,PMC11278897,Full,Not a relevant AI or machine learning publication
Evaluation,availability,Evaluation/availability,PMC9924077,Full,"* **Are the raw evaluation logs available?**
  - The raw evaluation logs are available in the supplementary information of the publication. The confusion matrices for the training and test datasets are shown in Figure 2E."
Evaluation,availability,Evaluation/availability,PMC2857471,Full,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are available in the publication. The confusion matrices are presented in Tables 4, 5, and 6. Additionally, precision/recall plots are shown in Figures 3 and 4. Randomly selected true-positives, false-positives, and false-negatives for each category are presented in Figures 5 and 6."
Evaluation,availability,Evaluation/availability,PMC8113686,Full,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are available in the publication. The confusion matrix is presented in Table 2."
Evaluation,availability,Evaluation/availability,PMC11451058,Full,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are available as supplementary materials. The experiment outputs are reported in Supplement 2 and Supplement 3."
Evaluation,availability,Evaluation/availability,PMC9894083,Full,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are available in the supplementary material of the publication. The confusion matrices for each of the four tested model architectures are provided for both UWFA and OCT data, with and without data augmentations. Specifically, the confusion matrices are shown in Figures S1, S2, S3, and S4 of the supplementary material."
Evaluation,availability,Evaluation/availability,PMC8897225,Partial,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are not available. The publication provides a confusion matrix for the SVM classifier on an independent test set (Page 22), but it does not provide access to the raw prediction outputs or the full confusion matrix data. Not enough information is available to determine if the raw evaluation logs are accessible online or under what license."
Evaluation,availability,Evaluation/availability,PMC7941561,Partial,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are not explicitly mentioned as available. The confusion matrix for the decision tree classifier is shown in Table 3, but the raw logs or detailed prediction outputs are not provided in the main text or supplementary material. Not enough information is available to determine if the raw evaluation logs are accessible online."
Evaluation,availability,Evaluation/availability,PMC8586384,Partial,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are not available. The publication does not provide access to prediction outputs or confusion matrices. The confusion matrices for MobileNetV2 and DenseNet201 are shown in figures 8 and 9, but the raw data is not provided. Not enough information is available to determine if the raw evaluation logs are available online or under what license."
Evaluation,availability,Evaluation/availability,PMC9338198,Partial,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are not available. The confusion matrices are presented in the publication (Figure 7), but the raw data used to generate these matrices is not provided. Not enough information is available to determine if the raw evaluation logs are accessible online or under what license."
Evaluation,availability,Evaluation/availability,PMC11148103,Partial,"* **Are the raw evaluation logs available?**
  * The numerical source data for the graphs in the main figures is available in the Supplementary Data file. Source: Supplementary.
  * Not enough information is available on the availability of prediction outputs or confusion matrices."
Evaluation,availability,Evaluation/availability,PMC9731601,Partial,"* **Are the raw evaluation logs available?**
  * The confusion matrices for the training set and the test set are available in the supplementary material (Source: Supplementary). Not enough information is available to determine if the raw evaluation logs are available online."
Evaluation,availability,Evaluation/availability,PMC9860560,Partial,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are not available. The confusion matrices are presented in Figure 3, but the raw data used to generate these matrices is not provided in the publication or supplementary material. Not enough information is available to determine if the raw evaluation logs are accessible online."
Evaluation,availability,Evaluation/availability,PMC6476414,Partial,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are not available. The publication provides confusion matrices in Figure 4, but the raw prediction outputs are not disclosed. Not enough information is available to determine if the raw evaluation logs are accessible online."
Evaluation,availability,Evaluation/availability,PMC6484528,Partial,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are available in the supplementary material of the publication. The confusion matrices for mechanism-of-action prediction using different models and training/testing splits are provided in the supplementary material.
    * Gradient boosting tree classifier: Figure S3 (page 4)
    * ResNet18 CNN: Figure S2 (page 3)
    * Leave-one-compound-out (LOCO) and leave-one-compound-and-cell-line (LOCACLO) using gradient boosted tree classifiers: Figure S6 (page 8)
    * Transfer learning of ResNet18: Figure S4 (page 5)
  * Not enough information is available to determine if the raw evaluation logs are available online or the license type."
Evaluation,availability,Evaluation/availability,PMC7540586,Partial,"* **Are the raw evaluation logs available?**
  * The raw evaluation logs are not available online. The confusion matrix is provided in the publication (Table IV, page 1701). Not enough information is available to determine if the logs are available in the supplementary material."
Evaluation,availability,Evaluation/availability,PMC7659093,Missing,"* **Are the raw evaluation logs available?**
  * Not enough information is available."
Evaluation,availability,Evaluation/availability,PMC8568050,Missing,"* **Are the raw evaluation logs available?**
  * Not enough information is available."
Evaluation,availability,Evaluation/availability,PMC4407517,Missing,"* **Are the raw evaluation logs available?**
  * Not enough information is available."
Evaluation,availability,Evaluation/availability,PMC9347213,Missing,* **Evaluation Logs**: Not enough information is available.
Evaluation,availability,Evaluation/availability,PMC11865635,Missing,"* **Are the raw evaluation logs available?**
  * Not enough information is available."
Evaluation,availability,Evaluation/availability,PMC8581823,Missing,"* **Are the raw evaluation logs available?**
  Not enough information is available."
Evaluation,availability,Evaluation/availability,PMC11625410,Missing,"* **Are the raw evaluation logs available?**
  * Not enough information is available."
Evaluation,availability,Evaluation/availability,PMC7665450,Missing,"* **Are the raw evaluation logs available?**
  Not enough information is available."
Evaluation,availability,Evaluation/availability,PMC11806858,Missing,"* **Are the raw evaluation logs available?**
  Not enough information is available."
Evaluation,availability,Evaluation/availability,PMC11874791,Missing,"* **Are the raw evaluation logs available?**
  * Not enough information is available."
Evaluation,comparison,Evaluation/comparison,PMC7659093,Full,"* **Comparison Performed**: Yes
  * Logistic Regression
    * Description: The study compared the Random Forest (RF) model against a logistic regression model, which is a traditional statistical method for binary classification.
    * Performance: The RF model achieved a higher prediction accuracy (89.3%) compared to the logistic regression model (84.2%)."
Evaluation,comparison,Evaluation/comparison,PMC8568050,Full,"* **Comparison Performed**: Yes
  * Logistic Regression
  * Multilayer Perceptron
  * Balanced Random Forest"
Evaluation,comparison,Evaluation/comparison,PMC4407517,Full,"**Comparison Performed**: Yes

* **Tools/Baselines Compared**:
  * **Bagging Classification**: Compared against Random Forest and Naïve Bayes classifiers.
  * **Random Forest Classification**: Compared against Bagging and Naïve Bayes classifiers.
  * **Naïve Bayes Classification**: Compared against Bagging and Random Forest classifiers.
  * **RBF Network Classification**: Compared against Naïve Bayes classifiers.
  * **Feature Selection Methods**:
    * **Wrapper Subset Evaluation / Genetic Search**: Compared against Wrapper Subset Evaluation / Best First and Wrapper Subset Evaluation / Subset Forward Selection.
    * **Wrapper Subset Evaluation / Best First**: Compared against Wrapper Subset Evaluation / Genetic Search and Wrapper Subset Evaluation / Subset Forward Selection.
    * **Wrapper Subset Evaluation / Subset Forward Selection**: Compared against Wrapper Subset Evaluation / Genetic Search and Wrapper Subset Evaluation / Best First."
Evaluation,comparison,Evaluation/comparison,PMC9347213,Full,"* **Comparison Performed**: Yes
  * **List of tools/baselines**:
    * **PredictProtein**: A prediction tool that incorporates over 30 tools to predict protein structures and derive information such as secondary structure content. It uses homologous sequences searched in the sequence library Swiss-Prot and TrEMBL, followed by multiple sequence pairings and deep learning for structure prediction.
    * **PDB**: The Protein Data Bank was used to assess the predictive power against new experimental data, including newly deposited proteins that were not available during training."
Evaluation,comparison,Evaluation/comparison,PMC11865635,Full,"* **Comparison Performed**: Yes
  * **List of tools/baselines**:
    * **U-Net**: The authors compared their method against a standalone U-Net model. The U-Net model achieved an Intersection over Union (IoU) of 66.95%, while the U-Net with preprocessing filter improved to 72.71%.
    * **State-of-the-art methods**: The authors mention that their training method demonstrated substantial improvements over state-of-the-art methods, but they do not specify which particular state-of-the-art methods were used for comparison."
Evaluation,comparison,Evaluation/comparison,PMC8581823,Full,"* **Comparison Performed**: Yes
  * **List of tools/baselines**:
    * **K-means clustering**: The study compared the deep learning model's accuracy to the traditional k-means clustering method. The k-means algorithm was used as a baseline to evaluate the performance of the deep learning model. The k-means clustering method performed at random (50% accuracy) on the same dataset, whereas the deep learning model achieved an average accuracy of 78%."
Evaluation,comparison,Evaluation/comparison,PMC11625410,Full,"**Comparison Performed: Yes**

* **DeepDigest**: A suite of eight protease-specific neural networks provided by DeepDigest was used for comparison. This tool was selected due to its recent publication and accessibility as an open-source command line tool.
* **Random Selection**: A simpler baseline model where fragments were selected without any biasing criteria.
* **Human Expert Curation**: A manual curation process where 15 peptides predicted to be antimicrobial and 5 peptides predicted to be inactive were selected by a human expert.
* **ML Model Consensus**: Six publicly available ML-based AMP models were used to select peptides based on consensus votes. The models included:
  * amPEPpy (https://github.com/tlawrence3/amPEPpy)
  * iAMPpred (http://cabgrid.res.in:8080/amppred/)
  * Macrel (https://www.big-data-biology.org/software/macrel/)
  * Three models available from AxPEP (https://app.cbbio.online/ampep/home)
* **CD-HIT-2D Clustering**: The CD-HIT-2D clustering algorithm (http://weizhong-lab.ucsd.edu/cdhit-web-server/cgi-bin/index.cgi) was used to rank fragments by percent similarity to an in-house dataset of experimentally validated AMPs."
Evaluation,comparison,Evaluation/comparison,PMC7665450,Full,"* **Comparison Performed**: Yes
  * **Baseline Model**: A baseline trigger administration day predictor, which predicts, for a given cycle day, the mean trigger day for all cycles in the training set which had a scan on the given cycle day."
Evaluation,comparison,Evaluation/comparison,PMC11806858,Full,"* **Comparison Performed**: Yes
  * **List of tools/baselines**:
    * **China-PAR**: A cardiovascular risk score used for benchmarking.
    * **PREVENT**: Another cardiovascular risk score used for benchmarking.
    * **ML-CVD-C (baseline)**: A baseline version of the ML-CVD-C model using only baseline values.
    * **Traditional Cox Regression Model**: A traditional statistical approach using the same variables as the ML-CVD-C model for direct comparison."
Evaluation,comparison,Evaluation/comparison,PMC10948976,Full,"* **Comparison Performed**: Yes
  * **List of tools/baselines**:
    * Logistic Regression (LR)
    * Random Forest (RF)
    * Support Vector Machine (SVM)
    * Adaptive Boosting (AdaBoost, ADA)
    * Gradient Boosting (GB)
    * Extreme Gradient Boosting (XGB)
    * Category Boosting (CB)"
Evaluation,comparison,Evaluation/comparison,PMC11874791,Partial,"* **Comparison Performed**: No
  * **List of tools/baselines**: Not enough information is available."
Evaluation,comparison,Evaluation/comparison,PMC8586384,Partial,"**Comparison Performed: Yes**

* **State-of-the-Art Tools**:
  * ResNet50V2
  * VGG16
  * MobileNetV2
  * DenseNet201

* **Baselines**: Not enough information is available."
Evaluation,comparison,Evaluation/comparison,PMC10802079,Partial,"* **Comparison Performed**: No
  * **List of tools/baselines**: Not enough information is available."
Evaluation,comparison,Evaluation/comparison,PMC11206671,Partial,"* **Comparison Performed**: No
  * **List of tools/baselines**: Not enough information is available."
Evaluation,comparison,Evaluation/comparison,PMC11751442,Partial,"**Comparison Performed**: No

Not enough information is available."
Evaluation,comparison,Evaluation/comparison,PMC7842780,Partial,"**Comparison Performed**: No

Not enough information is available to determine if the method was compared to publicly available tools or simpler baselines."
Evaluation,comparison,Evaluation/comparison,PMC9641193,Partial,"* **Comparison Performed**: No
  * **List of tools/baselines**: Not enough information is available."
Evaluation,comparison,Evaluation/comparison,PMC6536474,Partial,"* **Comparison Performed**: Yes
  * **List of tools/baselines**:
    * **FAIMS**:
      * Sparse logistic regression
      * Random Forest
      * Gaussian process classifier
      * Support vector machine
      * Neural network
    * **GC-IMS**:
      * Not enough information is available"
Evaluation,comparison,Evaluation/comparison,PMC10290467,Partial,"* **Comparison Performed**: No
  * **List of tools/baselines**: Not enough information is available."
Evaluation,comparison,Evaluation/comparison,PMC11215832,Partial,"**Comparison Performed: Yes**

* **State-of-the-Art Tools**:
  * GBLUP (Genomic Best Linear Unbiased Prediction)
  * Random Forest (RF)
  * Bayesian Methods:
    * BayesB
    * BayesCπ

* **Simpler Baselines**:
  * Not enough information is available"
Evaluation,confidence,Evaluation/confidence,PMC7659093,Full,"* **Statistical Confidence**:
  * **CIs**: Yes - 95% Confidence Intervals are reported for the odds ratio in the logistic regression model.
    * Example: 95%CI: 1.04 –1.55
  * **p-values**: Yes - p-values are reported for various statistical tests.
    * Example: p = 0.006, p = 0.008, p = 0.045, p = 0.021, p = 0.037, p < 0.001."
Evaluation,confidence,Evaluation/confidence,PMC11806858,Full,"* **Statistical Confidence**:
  * **CIs**: Yes - 95% Confidence Intervals (CI) for AUROC are reported.
  * **p-values**: Yes - P-values are reported (e.g. P < 0.001, P < 0.05)."
Evaluation,confidence,Evaluation/confidence,PMC11874791,Full,"* **Statistical Confidence**: [CIs: Yes | p-values: Yes - p < 0.05, 95% CIs for metrics are reported (e.g. AUC of 0.84 (± 0.03))]."
Evaluation,confidence,Evaluation/confidence,PMC10948976,Full,"* **Statistical Confidence**:
  * **CIs**: Yes - The study reports mean ± standard deviation for various metrics across multiple models. For example, in Table 3, the sensitivity for the ADA model is reported as 0.950±0.047.
  * **p-values**: Yes - The study reports p-values for hypothesis testing of the association between PLNM and predictive variables. For example, the p-value for age is 0.041."
Evaluation,confidence,Evaluation/confidence,PMC7941561,Full,* **Statistical Confidence**: [CIs: No | p-values: Yes - P < .05]
Evaluation,confidence,Evaluation/confidence,PMC7676934,Full,"* **Statistical Confidence**:
  * **CIs**: No
  * **p-values**: Yes - Adjusted p-value ≤ 0.05 for DEGs screening and functional enrichment analysis. Adjusted p-value ≤ 0.05 for GO enrichment analysis. Adjusted p-value ≤ 0.05 for WGCNA module-trait relationships."
Evaluation,confidence,Evaluation/confidence,PMC8832594,Full,"* **Statistical Confidence**:
  * **CIs**: Yes - 95% CI for AUC ROC of the GBM model: 57%-68%, 95% CI for Brier score of the GBM model: 0.12–0.16, 95% CI for AUC ROC of the BBN model: 62%-73%, 95% CI for Brier score of the BBN model: 0.102–0.141
  * **p-values**: Yes - p = 0.63 for sex, p = 0.22 for metastasis at diagnosis"
Evaluation,confidence,Evaluation/confidence,PMC7511449,Full,"* **Statistical Confidence**:
  * **CIs**: Yes - 95% confidence interval.
  * **p-values**: Yes - p = 0.027."
Evaluation,confidence,Evaluation/confidence,PMC10492341,Full,"* **Statistical Confidence**:
  * **CIs**: No
  * **p-values**: Yes - p < 0.001, p < 0.01 (Chi-square and T test)"
Evaluation,confidence,Evaluation/confidence,PMC9980216,Full,"* **Statistical Confidence**:
  * **CIs**: Yes - 95% Confidence Intervals are reported for the difference in mean absolute error (MAE) between the model and biometry (e.g., −0.8 days; 95% CI, −1.1 to −0.5).
  * **p-values**: Yes - p-values are reported for the statistical tests (e.g., P<0.001 for the difference in MAE between the model and biometry in the main test set)."
Evaluation,confidence,Evaluation/confidence,PMC8568050,Partial,"* **Statistical Confidence**:
  * **CIs**: No
  * **p-values**: No - Not enough information is available."
Evaluation,confidence,Evaluation/confidence,PMC4407517,Partial,* Statistical Confidence: [CIs: No | p-values: No - Not enough information is available].
Evaluation,confidence,Evaluation/confidence,PMC9347213,Partial,"* **Statistical Confidence**:
  * **CIs**: No
  * **p-values**: No - Not enough information is available"
Evaluation,confidence,Evaluation/confidence,PMC11865635,Partial,"* Statistical Confidence:
  * CIs: No
  * p-values: No - Not enough information is available."
Evaluation,confidence,Evaluation/confidence,PMC8581823,Partial,"* **Statistical Confidence**:
  * **CIs**: Yes - 78% ± 43% (AA random shuffle tests)
  * **p-values**: No - Not enough information is available."
Evaluation,confidence,Evaluation/confidence,PMC11625410,Partial,"* **Statistical Confidence**:
  * **CIs**: Not enough information is available
  * **p-values**: Yes - p values are shown for each of the groups, all groups were compared to the untreated control group."
Evaluation,confidence,Evaluation/confidence,PMC7665450,Partial,"* **Statistical Confidence**:
  * **CIs**: Yes - Error bars are the standard deviation (SD) of the model’s performance across validation folds, which give an indication of the confidence intervals (CIs) of the model’s performance.
  * **p-values**: No - Not enough information is available."
Evaluation,confidence,Evaluation/confidence,PMC10583101,Partial,"* Statistical Confidence:
  * CIs: No
  * p-values: No - Not enough information is available."
Evaluation,confidence,Evaluation/confidence,PMC8897225,Partial,"* **Statistical Confidence**:
  * **CIs**: No
  * **p-values**: No - Not enough information is available."
Evaluation,confidence,Evaluation/confidence,PMC9413214,Partial,"* **Statistical Confidence**:
  * **CIs**: Yes - 95% Confidence Intervals are reported for all models and feature sets.
    * Example: ""AdaBoost H: 92.9 (80.0−100.0)""
  * **p-values**: No - Not enough information is available."
Evaluation,measure,Evaluation/measure,PMC7659093,Full,"Performance Metrics:
* Random Forest:
  * Accuracy: 89.3%
  * Confusion Matrix
* Logistic Regression:
  * Accuracy: 84.2%
  * Confusion Matrix
  * Odds Ratio
  * 95% Confidence Interval for the Odds Ratio"
Evaluation,measure,Evaluation/measure,PMC8568050,Full,"**Performance Metrics**:
* **AUROC**: Area Under the Receiver Operating Characteristic Curve.
* **Sensitivity**: Also known as recall or true positive rate.
* **Specificity**: The proportion of true negatives correctly identified."
Evaluation,measure,Evaluation/measure,PMC4407517,Full,"Performance Metrics:

* Accuracy (AC)
* Precision (PR)
* Recall (RC)
* F-measure (FM)"
Evaluation,measure,Evaluation/measure,PMC9347213,Full,"Performance Metrics:
* Mean Square Error (MSE)
* Coefficient of Determination (R2 score)"
Evaluation,measure,Evaluation/measure,PMC11865635,Full,"Performance Metrics:
* **Gallbladder Segmentation**:
  * Intersection over Union (IoU)
  * Dice coefficient
  * Precision
* **Acute Cholecystitis (AC) Recognition**:
  * Accuracy
  * Recall
  * Sensitivity
  * Specificity
  * Area Under the Curve (AUC)
  * True Positive Rate (TPR)
  * False Positive Rate (FPR)
* **Automated System for AC Recognition**:
  * Accuracy
  * Sensitivity
  * Specificity
  * True Positives (TP)
  * True Negatives (TN)
  * False Positives (FP)
  * False Negatives (FN)"
Evaluation,measure,Evaluation/measure,PMC8581823,Full,"Performance Metrics:
* Accuracy: The paper reports accuracy as the primary performance metric. For the two-fold random shuffle test on 524 African American (AA) subjects, the average accuracy is 78% with a standard deviation of 2.43%. For the independent dataset of 351 European American (EA) children, the accuracy ranges from 70% to 75.4% depending on the type of copy number variation (CNV). The k-means clustering method achieved an accuracy of 50%, equivalent to random guessing."
Evaluation,measure,Evaluation/measure,PMC11625410,Full,"Performance Metrics:
* Accuracy
* Area Under the Receiver Operating Characteristic Curve (AUC-ROC)
* Average Precision
* Negative Predictive Value
* Positive Predictive Value
* Sensitivity
* Specificity
* Accuracy-Probability Threshold Tradeoff
* Precision-Recall Curve"
Evaluation,measure,Evaluation/measure,PMC7665450,Full,"**Performance Metrics:**

* **Random Forest Regressor (Trigger Day Prediction):**
  * Mean Squared Error (MSE)
  * Standard Error of the MSE

* **Random Forest Classifier (OHSS Risk Prediction):**
  * Area Under the Receiver Operating Characteristic Curve (AUROC)
  * Standard Deviation (SD) of the AUROC across validation folds"
Evaluation,measure,Evaluation/measure,PMC11806858,Full,"Performance Metrics:

* **ML-CVD-C Model**:
  * C-index: 0.86 (0.85, 0.87) in the training set and 0.80 (0.78, 0.82) in the testing set.
  * Time-dependent Area Under the Receiver Operating Characteristic Curve (AUROC).
  * Expected–observed ratio.
  * Hosmer–Lemeshow χ2 (HL-χ2) tests.
  * Net Reclassification Improvement (NRI).
  * Integrated Discrimination Improvement (IDI).

* **China-PAR Model**:
  * C-index: 0.62 (0.59, 0.65) in the testing set.

* **PREVENT Model**:
  * C-index: 0.64 (0.61, 0.67) in the testing set.

* **ML-CVD-C (base) Model**:
  * C-index: 0.65 (0.62, 0.68) in the testing set."
Evaluation,measure,Evaluation/measure,PMC11874791,Full,"**Performance Metrics:**
* Accuracy
* Weighted F1 score
* Area Under the Curve (AUC)
* Matthews Correlation Coefficient (MCC)
* Balanced Accuracy (Source: Supplementary)
* Sensitivity (Source: Supplementary)
* Specificity (Source: Supplementary)"
Evaluation,measure,Evaluation/measure,PMC11607304,Partial,"Performance Metrics:
* Not enough information is available."
Evaluation,measure,Evaluation/measure,PMC7842780,Partial,Performance Metrics: Not enough information is available.
Evaluation,measure,Evaluation/measure,PMC7285934,Partial,Performance Metrics: Not enough information is available.
Evaluation,measure,Evaluation/measure,PMC6484528,Partial,"Performance Metrics:

* Accuracy: The text mentions ""reported accuracies"" in the context of evaluating the classifiers.
* Confusion Matrices: The text and figures (S2, S4, S5, S6) refer to confusion matrices for mechanism-of-action prediction, which are used to evaluate the performance of classification models.
* Not enough information is available: No other specific metrics (e.g., AUC, F1, RMSE) are explicitly mentioned in the provided context."
Evaluation,measure,Evaluation/measure,PMC7406302,Partial,"**Performance Metrics:**

* **Area Under the Curve (AUC)**:
  * Reported for Neural Network, Random Forest, FEV1/FVC, FEV1% predicted.
  * Confidence Intervals (95%CI) provided for each metric.
* **Sensitivity**:
  * Reported for Neural Network, Random Forest, FEV1/FVC, FEV1% predicted.
  * Confidence Intervals (95%CI) provided for each metric.
* **Specificity**:
  * Reported for Neural Network, Random Forest, FEV1/FVC, FEV1% predicted.
  * Confidence Intervals (95%CI) provided for each metric.
* **Youden Index**:
  * Reported for Neural Network, Random Forest, FEV1/FVC, FEV1% predicted.
  * Confidence Intervals (95%CI) provided for each metric.
* **F1 Score**:
  * Reported for Neural Network, Random Forest, FEV1/FVC, FEV1% predicted.
  * Not enough information is available on the confidence intervals."
Evaluation,measure,Evaluation/measure,PMC11134423,Partial,"Performance Metrics:

* Random Forest:
  * RMSE
  * R2
  * MAE

* Logistic Regression:
  * Not enough information is available

* XGBoost:
  * Not enough information is available

* Support Vector Machine:
  * Not enough information is available"
Evaluation,measure,Evaluation/measure,PMC11218872,Partial,"**Performance Metrics**:
* **NLP Algorithm**:
  * Precision: >0.90
  * Recall: >0.90
  * F1 Score: >0.90
* **Cluster Analysis**:
  * Not enough information is available
* **Decision Tree**:
  * Not enough information is available"
Evaluation,measure,Evaluation/measure,PMC11509873,Partial,"**Performance Metrics:**

* **XGBoost Model (DR Prediction):**
  * Accuracy: 64.3% ± 2.7%
  * Precision: 63.5% ± 3.1%
  * Recall: 61.9% ± 2.9%
  * ROC-AUC: 0.68 ± 0.04
  * Post-tuning ROC-AUC: 0.72 ± 0.03

* **Random Forest Model (DR Prediction):**
  * ROC-AUC: 0.62
  * Post-tuning ROC-AUC: 0.65 ± 0.04

* **SVM Model (DR Prediction):**
  * Accuracy: 61.8% ± 3.0%
  * Precision: 60.7% ± 3.2%
  * Recall: 58.9% ± 3.4%
  * ROC-AUC: 0.65 ± 0.03
  * Post-tuning ROC-AUC: 0.67 ± 0.03

* **Logistic Regression Model (DR Prediction):**
  * Accuracy: 59.7% ± 2.9%
  * Precision: 58.5% ± 3.1%
  * Recall: 57.1% ± 3.5%
  * ROC-AUC: 0.60 ± 0.04

* **Random Forest Model (DR Stages Prediction):**
  * Accuracy: 43.1%
  * Precision (No DR): 51%
  * Recall (No DR): 77%
  * Weighted average precision: Not enough information is available
  * Weighted average recall: Not enough information is available

* **XGBoost Model (DR Stages Prediction):**
  * Accuracy: 54.8%
  * Precision (No DR): 63%
  * Recall (No DR): 85%
  * Precision (Mild): 56%
  * Precision (Moderate): 60%
  * Weighted average precision: 58%
  * Weighted average recall: 65%

* **Random Forest Model (PDR vs. Other Stages):**
  * Accuracy: 90.4%"
Evaluation,measure,Evaluation/measure,PMC8461876,Partial,Performance Metrics: Not enough information is available.
Evaluation,measure,Evaluation/measure,PMC10742204,Partial,Performance Metrics: Not enough information is available.
Evaluation,method,Evaluation/method,PMC7659093,Full,"* **Evaluation Strategy**:
  * Out-of-Bag (OOB) Error Estimation: The classification error rate of the Random Forest (RF) model was estimated using the OOB error, which considers all excluded samples by bootstrap samples. The final classification consists of the outputs of all trees."
Evaluation,method,Evaluation/method,PMC8568050,Full,"* **Evaluation Strategy**:
  * 10-Fold Cross-Validation
  * Train-Test Split (70% Train, 30% Test)"
