uid,pmcid,pmid,year
34120487,PMC8721558,34120487,2021
34120498,PMC9682497,34120498,2021
34120603,PMC8201906,34120603,2021
34120738,,34120738,2021
34120881,,34120881,2021
34121138,PMC8200314,34121138,2021
34121147,PMC8200283,34121147,2021
34121169,PMC8298334,34121169,2021
34121214,,34121214,2021
34121273,PMC8420362,34121273,2021
34121320,PMC8762571,34121320,2021
34121460,PMC8200647,34121460,2021
34121524,,34121524,2021
34121598,,34121598,2021
34121616,,34121616,2021
34121775,PMC8180348,34121775,2021
34121777,PMC8184360,34121777,2021
34121790,PMC8186361,34121790,2021
34121811,PMC8180474,34121811,2021
34121812,PMC8183101,34121812,2021
34121816,PMC8182991,34121816,2021
34121818,PMC8183012,34121818,2021
34121912,PMC8185315,34121912,2021
34121924,PMC8172289,34121924,2021
34121966,PMC8184358,34121966,2021
34121979,PMC8183316,34121979,2021
34121986,PMC8195288,34121986,2021
34121994,PMC8193942,34121994,2021
34121998,PMC8193935,34121998,2021
34122000,PMC8192966,34122000,2021
34122001,PMC8193950,34122001,2021
34122021,PMC8194273,34122021,2021
34122030,PMC8187894,34122030,2021
34122031,PMC8193683,34122031,2021
34122035,PMC8193681,34122035,2021
34122039,PMC8193064,34122039,2021
34122089,PMC8193489,34122089,2021
34122128,PMC8188899,34122128,2021
34122141,PMC8191845,34122141,2021
34122188,PMC8193089,34122188,2021
34122246,PMC8194359,34122246,2021
34122250,PMC8194256,34122250,2021
34122261,PMC8194488,34122261,2021
34122304,PMC8193229,34122304,2021
34122443,PMC8191456,34122443,2021
34122469,PMC8192846,34122469,2021
34122471,PMC8193845,34122471,2021
34122498,PMC8194296,34122498,2021
34122525,PMC8191635,34122525,2021
34122531,PMC8172319,34122531,2021
34122534,PMC8169264,34122534,2021
34122545,PMC8172299,34122545,2021
34122546,PMC8169244,34122546,2021
34122609,PMC8166489,34122609,2021
34122617,PMC8172296,34122617,2021
34122663,PMC8180437,34122663,2021
34122667,PMC8185501,34122667,2021
34122747,PMC8189527,34122747,2021
34122750,PMC8190563,34122750,2021
34122784,PMC8172301,34122784,2021
34122785,PMC8191587,34122785,2021
34123314,PMC8153233,34123314,2021
34123316,PMC8153079,34123316,2021
34123321,PMC8153213,34123321,2021
34123336,PMC8153210,34123336,2021
34123353,PMC8193464,34123353,2021
34123354,PMC8193470,34123354,2021
34123358,PMC8193463,34123358,2021
34123374,PMC8184979,34123374,2021
34123488,PMC8176811,34123488,2021
34123498,PMC8176805,34123498,2021
34123499,PMC8176814,34123499,2021
34123502,PMC8176803,34123502,2021
34123503,PMC8176793,34123503,2021
34123576,PMC8183551,34123576,2021
34123579,PMC8186363,34123579,2021
34123583,PMC8166240,34123583,2021
34123718,PMC8179722,34123718,2021
34123786,PMC8193844,34123786,2021
34123789,PMC8191735,34123789,2021
34123812,PMC8187861,34123812,2021
34123815,PMC8190396,34123815,2021
34123817,PMC8187849,34123817,2021
34123860,PMC8187790,34123860,2021
34123968,PMC8187753,34123968,2021
34124018,PMC8193722,34124018,2021
34124041,PMC8187926,34124041,2021
34124042,PMC8187805,34124042,2021
34124058,PMC8194278,34124058,2021
34124082,PMC8193357,34124082,2021
34124092,PMC8192713,34124092,2021
34124113,PMC8193052,34124113,2021
34124153,PMC8193925,34124153,2021
34124157,PMC8193735,34124157,2021
34124166,PMC8187852,34124166,2021
34124170,PMC8187796,34124170,2021
34124173,PMC8190710,34124173,2021
34124259,PMC8172298,34124259,2021
34124320,PMC8173308,34124320,2021
34124401,PMC8173274,34124401,2021
34124402,PMC8173271,34124402,2021
34124408,PMC8186942,34124408,2021
34124429,PMC8190794,34124429,2021
34124432,PMC8190805,34124432,2021
34124451,PMC8190808,34124451,2021
34124465,PMC8190903,34124465,2021
34124476,PMC8190927,34124476,2021
34124480,PMC8190893,34124480,2021
34124484,PMC8190882,34124484,2021
34124534,PMC8193570,34124534,2021
34124535,PMC8194279,34124535,2021
34124536,PMC8170532,34124536,2021
34124577,PMC8168927,34124577,2021
34124584,PMC8180542,34124584,2021
34124606,PMC8194222,34124606,2021
34124607,PMC8194191,34124607,2021
34124647,PMC8192978,34124647,2021
34124648,PMC8187791,34124648,2021
34124649,PMC8187862,34124649,2021
34124650,PMC8187875,34124650,2021
34124652,PMC8187858,34124652,2021
34124668,PMC8152813,34124668,2021
34124713,PMC8182352,34124713,2021
34124893,PMC8543977,34124893,2021
34124937,PMC8202292,34124937,2021
34124977,,34124977,2021
34125022,PMC8203018,34125022,2021
34125030,PMC8203021,34125030,2021
34125077,PMC8240801,34125077,2021
34125125,PMC8202295,34125125,2021
34125141,PMC9075932,34125141,2021
34125146,PMC8212436,34125146,2021
34125160,PMC8212426,34125160,2021
34125252,,34125252,2021
34125258,PMC9061682,34125258,2021
34125286,PMC8200789,34125286,2021
34125368,,34125368,2021
34125409,PMC8767463,34125409,2021
34125433,PMC8362075,34125433,2021
34125549,,34125549,2021
34125584,PMC11163844,34125584,2021
34125828,PMC8202930,34125828,2021
34125847,PMC8202934,34125847,2021
34125849,PMC8202954,34125849,2021
34125852,PMC8202929,34125852,2021
34125855,PMC8202932,34125855,2021
34125856,PMC8202915,34125856,2021
34125863,PMC8202909,34125863,2021
34125869,PMC8202944,34125869,2021
34125897,PMC8262728,34125897,2021
34126113,PMC12076525,34126113,2021
34126241,PMC8318994,34126241,2021
34126281,,34126281,2021
34126465,,34126465,2021
34126702,PMC9016295,34126702,2021
34126753,,34126753,2021
34126754,,34126754,2021
34126762,PMC8217289,34126762,2021
34126827,PMC9449894,34126827,2021
34126874,,34126874,2021
34126901,,34126901,2021
34126997,PMC8201710,34126997,2021
34127000,PMC8200785,34127000,2021
34127064,PMC8204509,34127064,2021
34127232,,34127232,2021
34127234,,34127234,2021
34127235,PMC9040385,34127235,2021
34127236,,34127236,2021
34127237,,34127237,2021
34127238,,34127238,2021
34127241,,34127241,2021
34127242,,34127242,2021
34127244,,34127244,2021
34127245,PMC8153959,34127245,2021
34127289,,34127289,2021
34127370,PMC8316291,34127370,2021
34127407,,34127407,2021
34127421,PMC7905378,34127421,2021
34127431,PMC8193764,34127431,2021
34127492,PMC8204176,34127492,2021
34127678,PMC8203625,34127678,2021
34127692,PMC8203621,34127692,2021
34127694,PMC8203698,34127694,2021
34127704,PMC8203733,34127704,2021
34127713,PMC8203673,34127713,2021
34127718,PMC8203655,34127718,2021
34127733,PMC8203739,34127733,2021
34127741,PMC8203636,34127741,2021
34127786,PMC8203794,34127786,2021
34127797,PMC8429672,34127797,2021
34127800,PMC8202042,34127800,2021
34127826,,34127826,2021
34127869,PMC8188773,34127869,2021
34127879,PMC8190522,34127879,2021
34127892,PMC8188748,34127892,2021
34127904,PMC8190333,34127904,2021
34127909,PMC8190738,34127909,2021
34127912,PMC8190751,34127912,2021
34127936,PMC8188759,34127936,2021
34128040,,34128040,2021
34128187,PMC8490496,34128187,2021
34128296,PMC8420411,34128296,2021
34128373,PMC8214944,34128373,2021
34128387,PMC8982127,34128387,2021
34128464,PMC8241441,34128464,2021
34128467,PMC8205491,34128467,2021
34128635,,34128635,2021
34128695,PMC8269213,34128695,2021
34128811,PMC8277235,34128811,2021
34128820,PMC8277371,34128820,2021
34128836,PMC8410020,34128836,2021
34128861,PMC8213313,34128861,2021
34128888,PMC8213292,34128888,2021
34129111,PMC8206408,34129111,2021
34129178,PMC8370962,34129178,2021
34129345,,34129345,2021
34129386,,34129386,2021
34129494,PMC8674103,34129494,2021
34129501,,34129501,2021
34129619,PMC8205136,34129619,2021
34129653,PMC8208037,34129653,2021
34129688,,34129688,2021
34129701,,34129701,2021
34129727,PMC8413773,34129727,2021
34129785,PMC8205538,34129785,2021
34129820,,34129820,2021
34129842,PMC8485056,34129842,2021
34129843,,34129843,2021
34129866,PMC8403657,34129866,2021
34129883,,34129883,2021
34129939,PMC8313844,34129939,2021
34129941,PMC8260874,34129941,2021
34130003,,34130003,2021
34130086,PMC8492164,34130086,2021
34130192,PMC8209844,34130192,2021
34130209,PMC8177497,34130209,2021
34130579,PMC8363591,34130579,2021
34130621,PMC8207588,34130621,2021
34130646,PMC8204412,34130646,2021
34130665,PMC8207772,34130665,2021
34130670,PMC8204416,34130670,2021
34130677,PMC8204419,34130677,2021
34130689,PMC8207613,34130689,2021
34130692,PMC8207575,34130692,2021
34130904,PMC8661039,34130904,2021
34130922,PMC8665935,34130922,2021
34130948,PMC8166522,34130948,2021
34130988,PMC8208002,34130988,2021
34131128,PMC8206143,34131128,2021
34131135,PMC8206343,34131135,2021
34131142,PMC8206154,34131142,2021
34131146,PMC8206358,34131146,2021
34131148,PMC8206141,34131148,2021
34131158,PMC8206165,34131158,2021
34131159,PMC8206098,34131159,2021
34131161,PMC8206419,34131161,2021
34131163,PMC8206083,34131163,2021
34131165,PMC8206415,34131165,2021
34131187,PMC8206074,34131187,2021
34131195,PMC8206365,34131195,2021
34131264,PMC8206145,34131264,2021
34131280,PMC8727289,34131280,2021
34131308,PMC8405688,34131308,2021
34131319,,34131319,2021
34131323,,34131323,2021
34131324,PMC9353344,34131324,2021
34131356,PMC8192112,34131356,2021
34131359,PMC8191724,34131359,2021
34131361,PMC8191718,34131361,2021
34131365,PMC8193596,34131365,2021
34131389,PMC8192275,34131389,2021
34131390,PMC8192225,34131390,2021
34131433,PMC8192891,34131433,2021
34131453,PMC8191524,34131453,2021
34131528,PMC8174153,34131528,2021
34131557,PMC8192278,34131557,2021
34131604,PMC8173534,34131604,2021
34131637,PMC8200133,34131637,2021
34131644,PMC8200048,34131644,2021
34131659,PMC8170688,34131659,2021
34131696,PMC8574977,34131696,2021
34131703,,34131703,2021
34131710,,34131710,2021
34131749,PMC8364819,34131749,2021
34131751,,34131751,2021
34131753,,34131753,2021
34131793,PMC8329131,34131793,2021
34131794,PMC8455800,34131794,2021
34131803,PMC8205608,34131803,2021
34131804,,34131804,2021
34131828,PMC8205196,34131828,2021
34132137,PMC8258532,34132137,2021
34132169,PMC8210874,34132169,2021
34132196,PMC8266386,34132196,2021
34132202,,34132202,2021
34132344,PMC8530389,34132344,2021
34132437,PMC8410542,34132437,2021
34132454,PMC8278118,34132454,2021
34132494,PMC8452304,34132494,2021
34132495,PMC8290249,34132495,2021
34132546,,34132546,2021
34132641,PMC8277354,34132641,2021
34132643,PMC8277319,34132643,2021
34132650,PMC8277413,34132650,2021
34132759,PMC8242686,34132759,2021
34132760,PMC8212443,34132760,2021
34132815,PMC8557472,34132815,2021
34132919,PMC8208365,34132919,2021
34132933,,34132933,2021
34132984,PMC8674368,34132984,2021
34133116,,34133116,2021
34133134,,34133134,2021
34133164,PMC8279642,34133164,2021
34133166,,34133166,2021
34133245,,34133245,2021
34133246,PMC8409909,34133246,2021
34133278,,34133278,2021
34133280,,34133280,2021
34133287,PMC8407057,34133287,2021
34133324,PMC8266350,34133324,2021
34133349,PMC8280054,34133349,2021
34133421,PMC8238180,34133421,2021
34133447,PMC8208528,34133447,2021
34133448,PMC8208558,34133448,2021
34133506,PMC9231446,34133506,2021
34133592,PMC8288523,34133592,2021
34133593,PMC8288530,34133593,2021
34133608,PMC8288520,34133608,2021
34133618,PMC8225323,34133618,2021
34133654,PMC10683423,34133654,2021
34133710,PMC8265192,34133710,2021
34133724,PMC8344865,34133724,2021
34133771,,34133771,2021
34133846,PMC8410516,34133846,2021
34133895,PMC8769739,34133895,2021
34133929,PMC9208909,34133929,2021
34133936,PMC8545463,34133936,2021
34134135,,34134135,2021
34134215,,34134215,2021
34134224,,34134224,2021
34134233,,34134233,2021
34134328,,34134328,2021
34134486,,34134486,2021
34134612,PMC8210375,34134612,2021
34134620,PMC8207568,34134620,2021
34134623,PMC8207793,34134623,2021
34134630,PMC8210391,34134630,2021
34134641,PMC8207618,34134641,2021
34134648,PMC8207577,34134648,2021
34134695,PMC8207759,34134695,2021
34134815,,34134815,2021
34134874,PMC8217726,34134874,2021
34134940,PMC8139280,34134940,2021
34134985,PMC8208709,34134985,2021
34134987,PMC8208726,34134987,2021
34134988,PMC8208721,34134988,2021
34135009,PMC8207561,34135009,2021
34135013,PMC8323175,34135013,2021
34135030,PMC8211068,34135030,2021
34135034,PMC8211036,34135034,2021
34135101,PMC8211060,34135101,2021
34135238,PMC8210905,34135238,2021
34135342,PMC8208979,34135342,2021
34135353,PMC8209115,34135353,2021
34135364,PMC8209099,34135364,2021
34135377,PMC8209227,34135377,2021
34135390,PMC8209152,34135390,2021
34135401,PMC8209151,34135401,2021
34135404,PMC8208978,34135404,2021
34135406,PMC8209221,34135406,2021
34135418,PMC8209219,34135418,2021
34135419,PMC8208972,34135419,2021
34135429,PMC8209229,34135429,2021
34135432,PMC8209016,34135432,2021
34135433,PMC8209101,34135433,2021
34135462,PMC8209090,34135462,2021
34135463,,34135463,2021
34135540,PMC8192841,34135540,2021
34135549,PMC8173384,34135549,2021
34135552,PMC8173379,34135552,2021
34135556,PMC8173389,34135556,2021
34135561,PMC8173380,34135561,2021
34135600,PMC8197665,34135600,2021
34135637,PMC8200454,34135637,2021
34135726,PMC8200854,34135726,2021
34135727,PMC8200530,34135727,2021
34135732,PMC8202688,34135732,2021
34135736,PMC8203204,34135736,2021
34135737,PMC8200415,34135737,2021
34135742,PMC8200849,34135742,2021
34135744,PMC8200402,34135744,2021
34135771,PMC8202502,34135771,2021
34135778,PMC8200460,34135778,2021
34135832,PMC8200775,34135832,2021
34135841,PMC8200556,34135841,2021
34135887,PMC8201067,34135887,2021
34135888,PMC8203334,34135888,2021
34135918,PMC8201397,34135918,2021
34135939,PMC8203333,34135939,2021
34135949,PMC8175135,34135949,2021
34135951,PMC8177997,34135951,2021
34136074,PMC8176846,34136074,2021
34136087,PMC8202770,34136087,2021
34136091,PMC8172118,34136091,2021
34136096,PMC8170118,34136096,2021
34136099,PMC8175281,34136099,2021
34136102,PMC8178019,34136102,2021
34136103,PMC8178018,34136103,2021
34136104,PMC8178098,34136104,2021
34136106,PMC8178077,34136106,2021
34136109,PMC8178001,34136109,2021
34136110,PMC8178003,34136110,2021
34136113,PMC8177973,34136113,2021
34136134,PMC8182692,34136134,2021
34136277,PMC8201465,34136277,2021
34136281,PMC8179760,34136281,2021
34136394,PMC8202412,34136394,2021
34136402,PMC8201408,34136402,2021
34136412,PMC8200848,34136412,2021
34136422,PMC8200148,34136422,2021
34136443,PMC8200630,34136443,2021
34136445,PMC8200458,34136445,2021
34136450,PMC8200480,34136450,2021
34136484,PMC8201778,34136484,2021
34136533,PMC8201996,34136533,2021
34136534,PMC8202404,34136534,2021
34136595,PMC8181182,34136595,2021
34136635,PMC8190559,34136635,2021
34136645,PMC8187016,34136645,2021
34136776,PMC8182265,34136776,2021
34136800,PMC8202286,34136800,2021
34136801,PMC8201072,34136801,2021
34136802,PMC8201087,34136802,2021
34136813,PMC8204367,34136813,2021
34136815,PMC8204137,34136815,2021
34136816,PMC8204145,34136816,2021
34136818,PMC8204132,34136818,2021
34136824,PMC8202578,34136824,2021
34136884,PMC8182970,34136884,2021
34136904,PMC8260184,34136904,2021
34136948,,34136948,2021
34137112,PMC8633029,34137112,2021
34137202,PMC8329960,34137202,2021
34137255,,34137255,2021
34137407,PMC8372664,34137407,2021
34137435,PMC8574963,34137435,2021
34137436,PMC8209613,34137436,2021
34137481,PMC8488762,34137481,2021
34137624,,34137624,2021
34137721,PMC8277311,34137721,2021
34137722,PMC8277321,34137722,2021
34137725,PMC8277399,34137725,2021
34137817,PMC8358225,34137817,2021
34137821,PMC8210472,34137821,2021
34137875,PMC8210578,34137875,2021
34137912,,34137912,2021
34137936,PMC8426307,34137936,2021
34138232,PMC8187682,34138232,2021
34138310,PMC8058130,34138310,2021
34138389,PMC8203759,34138389,2021
34138498,PMC8426755,34138498,2021
34138511,PMC9291824,34138511,2021
34138546,PMC9109225,34138546,2021
34138650,,34138650,2021
34138657,PMC8233218,34138657,2021
34138725,PMC8277396,34138725,2021
34138726,PMC8288648,34138726,2021
34138727,PMC8133746,34138727,2021
34138735,PMC8133750,34138735,2021
34138852,PMC8211259,34138852,2021
34138872,PMC8211294,34138872,2021
34138905,PMC8211241,34138905,2021
34138908,PMC8211196,34138908,2021
34138919,PMC8211228,34138919,2021
34138921,PMC8211233,34138921,2021
34138924,PMC8211262,34138924,2021
34138925,PMC8211236,34138925,2021
34138929,PMC8211280,34138929,2021
34138930,PMC8211159,34138930,2021
34138933,PMC8211179,34138933,2021
34138940,PMC8211206,34138940,2021
34138956,PMC8211153,34138956,2021
34138989,PMC8204138,34138989,2021
34139018,PMC8408867,34139018,2021
34139154,PMC8201874,34139154,2021
34139161,PMC8217727,34139161,2021
34139164,,34139164,2021
34139168,PMC9112900,34139168,2021
34139169,PMC8245186,34139169,2021
34139171,PMC8238390,34139171,2021
34139217,PMC8579740,34139217,2021
34139255,PMC7611899,34139255,2021
34139286,,34139286,2021
34139331,,34139331,2021
34139439,PMC8404035,34139439,2021
34139440,,34139440,2021
34139458,PMC10168716,34139458,2021
34139474,,34139474,2021
34139769,PMC8272565,34139769,2021
34139954,PMC10081827,34139954,2021
34139981,,34139981,2021
34140011,PMC8212453,34140011,2021
34140171,PMC8188387,34140171,2021
34140278,PMC8367614,34140278,2021
34140398,PMC8425662,34140398,2021
34140414,PMC8237673,34140414,2021
34140434,,34140434,2021
34140477,PMC8211835,34140477,2021
34140479,PMC8211649,34140479,2021
34140495,PMC8211687,34140495,2021
34140500,PMC8211865,34140500,2021
34140507,PMC8211803,34140507,2021
34140514,PMC8211866,34140514,2021
34140522,PMC8211640,34140522,2021
34140551,PMC8211832,34140551,2021
34140567,PMC8211745,34140567,2021
34140576,PMC8211647,34140576,2021
34140592,PMC8211710,34140592,2021
34140609,PMC8211802,34140609,2021
34140698,PMC8338761,34140698,2021
34140702,PMC7611654,34140702,2021
34140750,PMC8121759,34140750,2021
34140768,PMC8203100,34140768,2021
34140800,PMC8203297,34140800,2021
34140807,PMC8203273,34140807,2021
34140883,PMC8204721,34140883,2021
34140885,PMC8204057,34140885,2021
34140886,PMC8203915,34140886,2021
34140892,PMC8205439,34140892,2021
34140957,PMC8204054,34140957,2021
34141071,PMC8201482,34141071,2021
34141133,PMC8180946,34141133,2021
34141134,PMC8181582,34141134,2021
34141139,PMC8190442,34141139,2021
34141140,PMC8187160,34141140,2021
34141144,PMC8192570,34141144,2021
34141145,PMC8193046,34141145,2021
34141181,PMC8207363,34141181,2021
34141199,PMC8207365,34141199,2021
34141208,PMC8207163,34141208,2021
34141247,PMC8207445,34141247,2021
34141248,PMC8207413,34141248,2021
34141266,PMC8207146,34141266,2021
34141472,PMC8183454,34141472,2021
34141516,PMC8208599,34141516,2021
34141605,PMC8204041,34141605,2021
34141620,PMC8204104,34141620,2021
34141720,PMC8204083,34141720,2021
34141726,PMC8205518,34141726,2021
34141727,PMC8204187,34141727,2021
34141728,PMC8204185,34141728,2021
34141777,PMC8173414,34141777,2021
34141875,PMC8176537,34141875,2021
34141877,PMC8176552,34141877,2021
34141878,PMC8176538,34141878,2021
34141879,PMC8176529,34141879,2021
34141882,PMC8176533,34141882,2021
34141883,PMC8176542,34141883,2021
34141884,PMC8176532,34141884,2021
34141885,PMC8176527,34141885,2021
34141886,PMC8176553,34141886,2021
34141888,PMC8176545,34141888,2021
34141889,PMC8176540,34141889,2021
34141890,PMC8176528,34141890,2021
34141893,PMC8176531,34141893,2021
34141894,PMC8176547,34141894,2021
34141897,PMC8176525,34141897,2021
34141922,PMC8187834,34141922,2021
34141936,PMC8188364,34141936,2021
34141981,PMC8183178,34141981,2021
34142015,PMC8206403,34142015,2021
34142026,PMC8188381,34142026,2021
34142090,PMC8166111,34142090,2021
34142141,PMC8363785,34142141,2021
34142256,PMC8211458,34142256,2021
34142315,PMC8211303,34142315,2021
34142418,,34142418,2021
34142425,,34142425,2021
34142532,,34142532,2021
34142548,,34142548,2021
34142549,,34142549,2021
34142614,PMC8216350,34142614,2021
34142656,PMC8282343,34142656,2021
34142661,PMC8248985,34142661,2021
34142664,PMC8726533,34142664,2021
34142684,PMC8288269,34142684,2021
34142809,,34142809,2021
34142929,PMC8903817,34142929,2021
34142968,PMC8277302,34142968,2021
34142975,PMC8277308,34142975,2021
34143129,,34143129,2021
34143307,,34143307,2021
34143323,PMC8211976,34143323,2021
34143351,PMC8213674,34143351,2021
34143353,,34143353,2021
34143373,,34143373,2021
34143415,PMC8266923,34143415,2021
34143572,,34143572,2021
34143613,,34143613,2021
34143614,,34143614,2021
34143708,PMC10454890,34143708,2021
34143745,PMC8864918,34143745,2021
34143774,PMC8213131,34143774,2021
34143775,PMC8213187,34143775,2021
34143814,PMC8213149,34143814,2021
34143822,PMC8213045,34143822,2021
34143829,PMC8213140,34143829,2021
34143866,PMC8408871,34143866,2021
34143951,PMC8769712,34143951,2021
34144174,,34144174,2021
34144225,,34144225,2021
34144440,PMC12832146,34144440,2021
34144485,PMC8217680,34144485,2021
34144557,PMC8243874,34144557,2021
34144711,PMC8211973,34144711,2021
34144986,PMC8213226,34144986,2021
34145234,PMC8213704,34145234,2021
34145237,PMC8213834,34145237,2021
34145287,PMC8213706,34145287,2021
34145293,PMC8213750,34145293,2021
34145294,PMC8213803,34145294,2021
34145314,PMC8213775,34145314,2021
34145330,PMC8213829,34145330,2021
34145339,PMC8213771,34145339,2021
34145358,PMC8213755,34145358,2021
34145367,PMC8213735,34145367,2021
34145379,PMC8213855,34145379,2021
34145393,PMC9190069,34145393,2021
34145434,PMC8506936,34145434,2021
34145453,PMC8491675,34145453,2021
34145555,,34145555,2021
34145556,,34145556,2021
34145766,,34145766,2021
34145771,PMC8517349,34145771,2021
34145800,PMC8212879,34145800,2021
34145862,PMC8220041,34145862,2021
34145937,PMC8409402,34145937,2021
34145967,PMC8449816,34145967,2021
34145974,,34145974,2021
34146053,PMC8374818,34146053,2021
34146382,PMC9208078,34146382,2021
34146433,PMC9290058,34146433,2021
34146472,,34146472,2021
34146566,PMC8527885,34146566,2021
34146579,PMC8678401,34146579,2021
34146718,,34146718,2021
34146720,PMC8327157,34146720,2021
34146771,,34146771,2021
34146799,PMC8169238,34146799,2021
34147008,,34147008,2021
34147021,PMC8429110,34147021,2021
34147076,PMC8214276,34147076,2021
34147079,PMC8214792,34147079,2021
34147081,PMC8214286,34147081,2021
34147203,,34147203,2021
34147214,PMC9759427,34147214,2021
34147435,,34147435,2021
34147442,,34147442,2021
34147443,,34147443,2021
34147447,,34147447,2021
34147597,,34147597,2021
34147629,PMC8803401,34147629,2021
34147673,,34147673,2021
34147829,,34147829,2021
34147843,PMC8220403,34147843,2021
34147931,PMC8319124,34147931,2021
34147991,,34147991,2021
34147993,,34147993,2021
34148082,PMC8491677,34148082,2021
34148193,PMC8214458,34148193,2021
34148223,PMC8214454,34148223,2021
34148365,PMC8356680,34148365,2021
34148459,PMC8488646,34148459,2021
34148560,PMC8215793,34148560,2021
34148615,PMC10338180,34148615,2021
34148998,PMC8231670,34148998,2021
34149057,PMC8200796,34149057,2021
34149100,PMC8205562,34149100,2021
34149105,PMC8190528,34149105,2021
34149113,PMC8206764,34149113,2021
34149118,PMC8205564,34149118,2021
34149122,PMC8202049,34149122,2021
34149155,PMC8206830,34149155,2021
34149160,PMC8211103,34149160,2021
34149181,PMC8201432,34149181,2021
34149184,PMC8206574,34149184,2021
34149185,PMC8206576,34149185,2021
34149190,PMC8204928,34149190,2021
34149201,PMC8195456,34149201,2021
34149202,PMC8196480,34149202,2021
34149290,PMC8206455,34149290,2021
34149302,PMC8200552,34149302,2021
34149303,PMC8196937,34149303,2021
34149305,PMC8204125,34149305,2021
34149321,PMC8207499,34149321,2021
34149335,PMC8204064,34149335,2021
34149341,PMC8204076,34149341,2021
34149343,PMC8209330,34149343,2021
34149345,PMC8209471,34149345,2021
34149385,PMC8206477,34149385,2021
34149388,PMC8209307,34149388,2021
34149397,PMC8209245,34149397,2021
34149452,PMC8212862,34149452,2021
34149481,PMC8211873,34149481,2021
34149484,PMC8206497,34149484,2021
34149500,PMC8212927,34149500,2021
34149513,PMC8209257,34149513,2021
34149592,PMC8211212,34149592,2021
34149731,PMC8210669,34149731,2021
34149751,PMC8206804,34149751,2021
34149757,PMC8207140,34149757,2021
34149776,PMC8210945,34149776,2021
34149811,PMC8209511,34149811,2021
34149812,PMC8209521,34149812,2021
34149920,PMC8210572,34149920,2021
34149922,PMC8210546,34149922,2021
34149955,PMC8210923,34149955,2021
34149960,PMC8204930,34149960,2021
34149999,PMC8205654,34149999,2021
34150034,PMC8205826,34150034,2021
34150215,PMC8172751,34150215,2021
34150221,PMC8172679,34150221,2021
34150286,PMC8172710,34150286,2021
34150313,PMC8206690,34150313,2021
34150335,PMC8204927,34150335,2021
34150350,PMC8155180,34150350,2021
34150361,PMC8195559,34150361,2021
34150426,PMC8205215,34150426,2021
34150443,PMC8205648,34150443,2021
34150628,PMC8212783,34150628,2021
34150654,PMC8209495,34150654,2021
34150660,PMC8212784,34150660,2021
34150703,PMC8212971,34150703,2021
34150764,PMC8209546,34150764,2021
34150770,PMC8209328,34150770,2021
34150797,PMC8212017,34150797,2021
34150812,PMC8211883,34150812,2021
34150839,PMC8211774,34150839,2021
34150847,PMC8212126,34150847,2021
34150850,PMC8208831,34150850,2021
34150858,PMC8207295,34150858,2021
34150960,PMC8193100,34150960,2021
34150994,PMC8189026,34150994,2021
34150995,PMC8189020,34150995,2021
34150996,PMC8189023,34150996,2021
34150998,PMC8189029,34150998,2021
34150999,PMC8189025,34150999,2021
34151000,PMC8189024,34151000,2021
34151001,PMC8189022,34151001,2021
34151028,PMC8209617,34151028,2021
34151052,PMC8208594,34151052,2021
34151057,PMC8209794,34151057,2021
34151100,PMC8210455,34151100,2021
34151134,PMC8202228,34151134,2021
34151135,PMC8196919,34151135,2021
34151179,PMC8208759,34151179,2021
34151222,PMC8192562,34151222,2021
34151224,PMC8188567,34151224,2021
34151225,PMC8188562,34151225,2021
34151237,PMC8192726,34151237,2021
34151254,PMC8211982,34151254,2021
34151255,PMC8212694,34151255,2021
34151258,PMC8210777,34151258,2021
34151259,PMC8211871,34151259,2021
34151262,PMC8213205,34151262,2021
34151274,PMC8208445,34151274,2021
34151278,PMC8208392,34151278,2021
34151289,PMC8193953,34151289,2021
34151290,PMC8196294,34151290,2021
34151353,,34151353,2021
34151397,PMC8215023,34151397,2021
34151446,PMC9084494,34151446,2021
34151458,PMC8595555,34151458,2021
34151477,PMC8457174,34151477,2021
34151503,PMC8292706,34151503,2021
34151535,PMC8350207,34151535,2021
34151732,PMC8331003,34151732,2021
34151775,PMC8275129,34151775,2021
34151806,,34151806,2021
34151952,PMC8864745,34151952,2021
34151965,PMC8363803,34151965,2021
34151978,PMC8363812,34151978,2021
34151985,PMC8363786,34151985,2021
34151986,PMC8344501,34151986,2021
34151987,PMC8344463,34151987,2021
34151988,PMC8363802,34151988,2021
34152017,PMC8280822,34152017,2021
34152086,PMC8413715,34152086,2021
34152105,PMC8224691,34152105,2021
34152221,PMC8418451,34152221,2021
34152271,PMC8277331,34152271,2021
34152273,PMC8768027,34152273,2021
34152274,PMC8277374,34152274,2021
34152282,PMC8277414,34152282,2021
34152393,PMC8652026,34152393,2021
34152557,,34152557,2021
34152732,PMC9188827,34152732,2021
34152755,PMC8317157,34152755,2021
34153038,PMC8216542,34153038,2021
34153042,PMC8216512,34153042,2021
34153058,PMC8216519,34153058,2021
34153066,PMC8216506,34153066,2021
34153069,PMC8216529,34153069,2021
34153076,PMC8216551,34153076,2021
34153108,PMC8216273,34153108,2021
34153121,PMC9291111,34153121,2021
34153183,PMC8317154,34153183,2021
34153344,PMC8428677,34153344,2021
34153370,PMC8560135,34153370,2021
34153412,,34153412,2021
34153582,,34153582,2021
34153625,,34153625,2021
34153626,,34153626,2021
34153687,PMC8220588,34153687,2021
34153761,PMC8791233,34153761,2021
